model,module_id,module_name,source_file,source_row,rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,41,M1-CORE-040,女命七杀｜接近日主或日支,L1 核心伴侣原型,夫妻星核心规则,女命,修正,七杀,,该星与日主或日支位置接近，且本身有效。,不得仅凭位置接近覆盖力量和主次判断。,,,,,近,不确定,不确定,未定,无特殊,,79,A02 力量决断 +2,primary_trigger,距离只作为证据接近度，表示该偏好更容易进入具体互动层面的识别。,你更容易在具体互动中迅速注意到对方的行动力、判断力和气场。,不得推出命主喜欢坏人、对方一定控制欲强、关系必然受压、感情不稳定或容易受伤。,中,待验证,,状态代码：near。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,42,M1-CORE-041,女命七杀｜位置较远,L1 核心伴侣原型,夫妻星核心规则,女命,降级,七杀,,该星位置较远，且没有其他强支持。,若力量强、透干有根，可由其他规则提升。,,,,,远,不确定,不确定,未定,无特殊,,70,不加分；必要时置信度降一级,secondary_bonus,远位不等于无效，只是不宜单独据此判断即时、明确的心动触发。,这一偏好更适合作为背景倾向，需要其他证据支持后再进入核心结论。,不得推出命主喜欢坏人、对方一定控制欲强、关系必然受压、感情不稳定或容易受伤。,中,待验证,,状态代码：far。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,43,M1-CORE-042,女命七杀｜同类信号重复且一致,L1 核心伴侣原型,夫妻星核心规则,女命,修正,七杀,,同一夫妻星在多处重复出现，且各处状态大体一致、未真合化。,重复位置状态相互矛盾时转入全局冲突门控。,,,,,混合,不确定,中或强,未定,一致,,85,A02 力量决断 +3；同维度累计上限 +5,primary_attraction,重复提高识别度，但不能按出现次数线性叠加，避免过度放大。,你对能力、行动和力量感的识别度较高。,不得推出命主喜欢坏人、对方一定控制欲强、关系必然受压、感情不稳定或容易受伤。,高,待验证,,状态代码：repeated。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,44,M1-CORE-043,男命正财｜基础主画像,L1 核心伴侣原型,夫妻星核心规则,男命,基础,正财,,该夫妻星被共享基础引擎判定为有效且主导；另一夫妻星未形成势均或更强的未决竞争。,另一夫妻星势均且主次未决；该星已真合化；基础状态不确定。,,,,,混合,不确定,不确定,未定,无特殊,,100,A03 生活经营 +30,primary_attraction,正财在本模型中映射现实经营、持续投入、生活秩序、务实与稳定性。 当它成为主导夫妻星信号时，用于确定模型一的核心心动原型。,你比较容易被踏实、可靠、有生活能力、愿意持续投入的人吸引。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：valid_dominant。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,45,M1-CORE-044,男命正财｜基础触发行为,L1 核心伴侣原型,夫妻星核心规则,男命,基础,正财,,该星已进入核心主画像。,基础主画像未成立。,,,,,混合,不确定,不确定,未定,无特殊,,95,不重复加分,primary_trigger,将抽象十神含义翻译为可观察的行为触发，避免只输出人格标签。,当对方愿意用行动表达重视、把日常安排好，并持续兑现承诺时，你更容易产生好感。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：valid_dominant。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,46,M1-CORE-045,男命正财｜基础依据摘要,L1 核心伴侣原型,夫妻星核心规则,男命,基础,正财,,该星已进入核心主画像。,基础主画像未成立。,,,,,混合,不确定,不确定,未定,无特殊,,90,不加分,basis_summary,生成折叠命理依据，只解释该信号对应的心动维度，不延伸关系结果。,从传统八字取象看，正财信号较明显，主要对应生活经营。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：valid_dominant。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,47,M1-CORE-046,男命正财｜透干且有根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星透干且有根，并保持有效十神性质。,真合化；被判定为无效信号。,,,,,透干,有根,不确定,未定,无特殊,,88,A03 生活经营 +6,primary_trigger,外显且有根，说明该类特质既容易被看见，也有足够结构支持，偏好辨识度较高。,你往往较容易先注意到对方身上的整洁、稳定、做事踏实和生活安排清楚等外显表现。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：visible_rooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,48,M1-CORE-047,男命正财｜透干但无根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星透干但无根，且未被完全否定。,真合化；另有更强相反证据。,,,,,透干,无根,不确定,未定,无特殊,,82,A03 生活经营 +2；置信度降一级,primary_trigger,外显标签容易引起注意，但根气不足，不能单独证明稳定而持续的偏好。,第一印象容易受到整洁、稳定、做事踏实和生活安排清楚等外显表现影响，但是否构成稳定偏好，还要看其他信号是否支持。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：visible_unrooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,49,M1-CORE-048,男命正财｜藏支且有根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星主要藏支且有根，未透或外显度较低。,真合化；被判定为无效。,,,,,藏支,有根,不确定,未定,无特殊,,84,A03 生活经营 +4,secondary_bonus,偏好存在但较隐性，更可能通过熟悉和观察逐渐被用户意识到。,你不一定第一眼就被这类人打动，但相处后更容易注意到对方的长期相处中持续投入、照顾日常细节和经营生活的能力。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：hidden_rooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,50,M1-CORE-049,男命正财｜仅藏且较弱,L1 核心伴侣原型,夫妻星核心规则,男命,降级,正财,,该星仅藏、无明显根气或整体力量较弱。,有其他更强核心证据时不得抢占主结论。,,,,,藏支,无根或弱根,弱,未定,无特殊,,78,A03 生活经营 -6；仅可作弱加分,secondary_bonus,证据不足以支持核心类型，只能在其他规则一致时作为轻微加分。,这类特质可能是加分项，但目前不足以单独定义你的核心心动类型。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,低,待验证,,状态代码：hidden_weak。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,51,M1-CORE-050,男命正财｜旺而有序,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星力量强，且共享引擎判定结构有序、未失衡。,真合化；明显受损。,,,,,混合,有根或强支撑,强,未定,有序,,92,A03 生活经营 +5,primary_attraction,强度提高偏好显著度；结构有序时优先使用成熟、可取的表达词。,你更容易注意务实但不沉闷、稳定且有温度的人。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：strong_ordered。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,52,M1-CORE-051,男命正财｜旺而失衡,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星力量强，且共享引擎判定表达失衡、过度或缺少调节。,真合化。,,,,,混合,有根或强支撑,强,忌或失衡,无有效调节,,91,A03 生活经营 +5；使用强化词；置信度不高于中,style_modifier,强度仍会提高注意敏感度，但文案改用强化版本，不能把失衡直接写成关系风险。,你对现实感强、重日常秩序和实际投入的人也可能较敏感；这不等于对方一定传统或适合长期关系。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：strong_unbalanced。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,53,M1-CORE-052,男命正财｜力量中等,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星力量中等，且与其他证据不冲突。,另有明显更强核心信号时不得作为主结论。,,,,,混合,不确定,中,未定,无特殊,,80,A03 生活经营 +2,secondary_bonus,中等信号适合作为稳定辅助；是否升级为核心依赖夫妻星主次判定。,你会在意这类特质，但它更可能是稳定加分项，而不是唯一的心动标准。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：medium。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,54,M1-CORE-053,男命正财｜力量较弱,L1 核心伴侣原型,夫妻星核心规则,男命,降级,正财,,该星力量较弱，或仅有孤立证据。,不得在无其他支持时输出核心画像。,,,,,混合,无根或弱根,弱,未定,无特殊,,76,A03 生活经营 -5,confidence,弱信号不宜直接生成核心结论，避免“盘中出现即成立”。,目前这类偏好的证据较弱，不宜把它写成你固定而明确的心动类型。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,低,待验证,,状态代码：weak。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,55,M1-CORE-054,男命正财｜为喜且平衡,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星被共享引擎判定为喜用或有利，且强度平衡。,喜忌未定；结构失衡。,,,,,混合,不确定,中或强,喜,平衡,,87,措辞成熟化；可 +2,style_modifier,喜忌不决定喜不喜欢，只决定优先采用成熟、协调的特质表述。,你更容易注意务实但不沉闷、稳定且有温度的人。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：fav_balanced。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1,M1.CORE,心动偏好核心,M1_CORE_核心规则原子表_V0.2.csv,56,M1-CORE-055,男命正财｜为忌且过强,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星被判定为忌，且力量过强或表达失衡。,该星很弱时不使用此规则。,,,,,混合,有根或强支撑,强,忌,失衡,,86,不降低显著度；使用强化词,style_modifier,为忌不等于不吸引；当信号强时，仍可能敏感，只是更容易注意其强化版本。,你对现实感强、重日常秩序和实际投入的人也可能较敏感；这不等于对方一定传统或适合长期关系。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：unfav_excessive。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
